"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_CAMERA_PERMISSION_DENIED","Permission to access the camera was denied.","","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","Permission to access the camera was denied.","В доступе к камере было отказано.","Se le negó el permiso para acceder a la cámara.","Permission to access the camera was denied.","Permission to access the camera was denied.","Дозвіл на доступ до камери було відхилено.","Permission to access the camera was denied."
"TR_CAMERA_NOT_RECOGNIZED","The camera was not recognized.","","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","The camera was not recognized.","Камеру не удалось распознать.","La cámara no fue reconocida.","The camera was not recognized.","The camera was not recognized.","Камера не була розпізнана.","The camera was not recognized."
"TR_UNKOWN_ERROR_SEE_CONSOLE","Unknown error. See console logs for details.","","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Неизвестная ошибка. Проверьте логи консоли для деталей.","Error desconocido. Ver los logs de la consola para obtener más información.","Unknown error. See console logs for details.","Unknown error. See console logs for details.","Невідома помилка. Деталі дивись у журналах консолі.","Unknown error. See console logs for details."
"TR_YOU_WERE_DISCONNECTED_DOT","You were disconnected.","","You were disconnected.","You were disconnected.","আপনি সংযোগ বিচ্ছিন্ন করা হয়েছে।","您已断开连接。","你已斷線。","Byl jste odpojen.","U bent losgekoppeld.","You were disconnected.","You were disconnected.","Vous étiez déconnecté.","Sie sind nicht verbunden.","Ήσασταν αποσυνδεδεμένοι.","התבצע ניתוק.","You were disconnected.","Csatlakozás bontva.","Anda terputus.","Ti sei scollegato.","接続が切れました。","연결이 끊겼습니다.","You were disconnected.","You were disconnected.","Połączenie zostało przerwane.","Você foi desconectado.","Соединение разорвано.","Se ha desconectado.","Du har blivit frånkopplad.","Bağlantınız koptu.","Ви були відключені.","Bạn đã bị ngắt kết nối."
"TR_PLEASE_RELOAD_THE_PAGE_DOT","Please check your Internet connection and reload the page.","","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","请检查您的网络连接，然后重新加载页面。","Please check your Internet connection and reload the page.","Zkontrolujte prosím svoje přípojení k internetu a obnovte stránku.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Veuillez vérifier votre connexion à internet et actualiser la page.","Bitte überprüfen Sie Ihre Internetverbindung und laden Sie die Seite erneut.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","インターネット接続を確認し、ページを再読み込みしてください。","인터넷 연결을 확인하고 페이지를 다시 로드하세요.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Проверьте подключение к Интернету и обновите страницу.","Por favor compruebe su conexión a internet y vuelva a cargar la página.","Please check your Internet connection and reload the page.","Please check your Internet connection and reload the page.","Будь ласка, перевірте підключення до Інтернету та перезавантажте сторінку.","Please check your Internet connection and reload the page."
"TR_NEW_TREZOR_BRIDGE_IS_AVAILABLE","New Trezor Bridge is available.","","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","New Trezor Bridge is available.","Доступен новый Trezor Bridge.","Está disponible un nuevo Trezor Bridge.","New Trezor Bridge is available.","New Trezor Bridge is available.","Доступний новий Trezor Bridge.","New Trezor Bridge is available."
"TR_NEW_TREZOR_FIRMWARE_IS_AVAILABLE_DOT","New Trezor firmware is available.","","New Trezor firmware is available.","New Trezor firmware is available.","নতুন Trezor ফার্মওয়্যার সহজলভ্য।","发现新的 Trezor 固件。","發現新版本的 Trezor韌體。.","K dispozici je nový Trezor firmware.","Er is nieuwe Trezor firmware beschikbaar.","New Trezor firmware is available.","Uus Trezori püsivara on saadaval.","Un nouveau micrologiciel Trezor est disponible.","Neue Trezor Firmware verfügbar.","Νέο Trezor firmware είναι διαθέσιμο.","קיים עדכון קושחה ל Trezor.","New Trezor firmware is available.","Új Trezor firmware áll rendelkezésre.","Trezor firmware baru telah tersedia.","È disponibile un nuovo firmware per Trezor.","新しいTrezorのファームウェアが利用可能です。","새로운 Trezor 펌웨어가 사용 가능합니다.","New Trezor firmware is available.","New Trezor firmware is available.","Dostępny jest nowy firmware.","Novo firmware Trezor disponível.","Доступна новая прошивка Trezor.","Nuevo firmware de Trezor disponible.","Ny Trezor mjukvara är tillgänglig.","Yeni Trezor yazılımı mevcut.","Доступна нова прошивка Trezor.","Phần mềm mới cho Trezor đã có sẵn."
"TR_ACQUIRE_DEVICE_ERROR","Acquire device error","","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Acquire device error","Ошибка использования устройства","Acquire device error","Acquire device error","Acquire device error","Помилка використування пристрію","Acquire device error"
"TR_AUTHENTICATION_ERROR","Authentication error","","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Authentication error","Ошибка аутентификации","Authentication error","Authentication error","Authentication error","Помилка аутентикації","Authentication error"
"TR_ACCOUNT_DISCOVERY_ERROR","Account discovery error","Error during account discovery","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Account discovery error","Ошибка обнаружения счёта","Account discovery error","Account discovery error","Account discovery error","Помилка знаходження рахунків","Account discovery error"
"TR_TRANSACTION_ERROR","Transaction error","Error during signing a transaction","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Transaction error","Ошибка транзакции","Transaction error","Transaction error","Transaction error","Помилка транзакції","Transaction error"
"TR_TRANSACTION_SUCCESS","Transaction has been sent successfully","","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Транзакция была успешно отправлена","Transaction has been sent successfully","Transaction has been sent successfully","Transaction has been sent successfully","Транзакцїю успішно надіслано","Transaction has been sent successfully"
